combined_label,sentence,match,embedding_hash,response_hypothesis,adapted_hypotheses,sentence_combined
Q152_1,"that development plan reaffirms the malaysian government's commitment to a vision of growth anchored in the prosperity and well being of its people, while protecting the environment and strengthening peace.",1,667069ad7a9f83c34a429bbe6f20a85032778b3026d1dbe439459795288029c4,"over the coming years, the government should emphasize a high level of economic growth.","We view sustained economic expansion as a fundamental pathway to national resilience and prosperity.  |  Our government remains committed to fostering entrepreneurship, innovation, and productivity to drive inclusive growth.  |  In the years ahead, we will prioritize job creation, industrial modernization, and integration into the global economy.  |  Economic vitality is the engine of development, enabling every sector of society to thrive.  |  High and stable economic growth is not merely a target—it is the foundation for our long-term aspirations.","that development plan reaffirms the malaysian government's commitment to a vision of growth anchored in the prosperity and well being of its people, while protecting the environment and strengthening peace. | over the coming years, the government should emphasize a high level of economic growth. | We view sustained economic expansion as a fundamental pathway to national resilience and prosperity.  |  Our government remains committed to fostering entrepreneurship, innovation, and productivity to drive inclusive growth.  |  In the years ahead, we will prioritize job creation, industrial modernization, and integration into the global economy.  |  Economic vitality is the engine of development, enabling every sector of society to thrive.  |  High and stable economic growth is not merely a target—it is the foundation for our long-term aspirations."
Q152_4,"the environment is a collective good it is the heritage of all of humankind, and it is everybody's responsibility.",1,44a7a6df32a359170e31d93cc2bb1b7fc8554c46a22fa5f2408384050b0d63aa,"Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress.","the environment is a collective good it is the heritage of all of humankind, and it is everybody's responsibility. | Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful. | We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q152_4,"we advocate strengthening the central role of the united nations in building an agenda for environmental protection on the basis of equality and respect for each other's interests, including by giving due consideration to socioeconomic realities.",1,e6ee0867676cea83db5aa47758fa97c35051ed1545c123461176620436020b88,"Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress.","we advocate strengthening the central role of the united nations in building an agenda for environmental protection on the basis of equality and respect for each other's interests, including by giving due consideration to socioeconomic realities. | Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful. | We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q152_4,"for that reason, i call for concerted efforts to ensure peace, promote sustainable development and care for and protect the planet on the basis of dialogue and respect among our peoples, while always thinking of future generations when making decisions.",1,ad920acf6fd3f8f8416cd57adfb58abdb619fa7718b9b398d939f4ab93252f0d,"Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress.","for that reason, i call for concerted efforts to ensure peace, promote sustainable development and care for and protect the planet on the basis of dialogue and respect among our peoples, while always thinking of future generations when making decisions. | Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful. | We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q152_4,"we must take care of the environment, promote scientific development and ensure health care and education for all.",1,bf3d944ac9c074dd2c187e41dd5c0333f613ef85047085a660a87483abe7e1eb,"Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress.","we must take care of the environment, promote scientific development and ensure health care and education for all. | Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful. | We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q152_4,this is a shared opportunity for us to ensure harmony between humans and green nature.,1,94f9629027155d07a7bd0d1262bf3beb6e4dc4cdcaa804251f9b13cad78db215,"Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress.","this is a shared opportunity for us to ensure harmony between humans and green nature. | Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful. | We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q152_4,"mr. president, our objective should not only be to recover and rebuild a better future, but to do so in a green and climate resilient way.",1,faa753019c68c902a68543fd0f3ecb0a3a3edb8cbe61bb2e5cea1ffd461a48db,"Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress.","mr. president, our objective should not only be to recover and rebuild a better future, but to do so in a green and climate resilient way. | Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful. | We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q152_4,it is time to do more than just talk about sustainability.,1,9b26d45702187547a3f7749c8551aba4d7bfb2b2756bb8aeaf26e6210e4ad36c,"Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress.","it is time to do more than just talk about sustainability. | Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful. | We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q152_4,another important issue where we have an obligation to act together is climate change.,1,fe6be71008f34248c3ad3dc78c969fde271b711c4e19f3e022fd67d5c40935a0,"Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful.","We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress.","another important issue where we have an obligation to act together is climate change. | Over the coming years, the government should prioritize work to make the nation's cities and countryside more beautiful. | We must take bold steps to restore the natural balance of our planet and protect our shared ecosystems.  |  Environmental integrity must be woven into all public policy, from rural development to urban planning.  |  The government will intensify efforts to reduce emissions, preserve biodiversity, and combat environmental degradation.  |  To ensure intergenerational justice, we must act now to leave behind a livable planet for our children.  |  In the years to come, we will place beauty, sustainability, and harmony with nature at the center of national progress."
Q152_3,"a strong civil society, with a balanced government, and diverse viewpoints allow for reforms and corruption to be rooted out.",1,571646c00dcab57904822aa9e80499c1ded30dc011bac980c767aabf0aff4baf,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","a strong civil society, with a balanced government, and diverse viewpoints allow for reforms and corruption to be rooted out. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"we believe that multilateral action should not remain a language spoken only by governments, inaudible to our peoples.",1,4356668cea96147a481fa450df3c33438c8a2dc0600d06c851deade3366b0f49,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","we believe that multilateral action should not remain a language spoken only by governments, inaudible to our peoples. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"all of these are an acknowledgement that we are not isolated, that governments do have obligations to their people and to one another and that our actions have a global effect.",1,0dcbeb7adcfc7422cefa73f7fd9a67fb09df98d749546857f8693325268e22d4,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","all of these are an acknowledgement that we are not isolated, that governments do have obligations to their people and to one another and that our actions have a global effect. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"excellencies, in conclusion, the un we need must ensure effective multilateralism and mobilize all stakeholders, governments, financial and business sectors, academia and civil society.",1,756476fa7aaafb9233d8c44839c3461853c83e572a3a0cd17b99aaff6bb28138,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","excellencies, in conclusion, the un we need must ensure effective multilateralism and mobilize all stakeholders, governments, financial and business sectors, academia and civil society. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"we are deeply convinced that it is not the people who must serve the government bodies, but rather the government bodies that must serve the people.",1,26621e18bc3b50d0582b3f6a421d05c34f0d4c1c28b22d23cee6c6ac0b57a401,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","we are deeply convinced that it is not the people who must serve the government bodies, but rather the government bodies that must serve the people. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"we need a more effective and representative structure to meet today's demands, which have outgrown a system designed for the very different world that prevailed at its foundation in 1945. change is long overdue.",1,43effbcc377377cbef6c8bfbf15afb74391048f58e811404baed90067fed7679,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","we need a more effective and representative structure to meet today's demands, which have outgrown a system designed for the very different world that prevailed at its foundation in 1945. change is long overdue. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,thirty three per cent of seats are earmarked for women in local government bodies in order to promote women's political empowerment at the grass roots level.,1,5dc7a63d3253d984a32cae4851aaf6e975c42f3f51f723609c05c4b81dcd575e,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","thirty three per cent of seats are earmarked for women in local government bodies in order to promote women's political empowerment at the grass roots level. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"moreover, as per the results of the early parliamentary election held on june 20, 2021, the people of armenia gave to our government a mandate to move towards this key goal.",1,c9176e9e736922cec3f10ba73e79e5cfdd9fb1916d88105e263b0bc55c21c9a4,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","moreover, as per the results of the early parliamentary election held on june 20, 2021, the people of armenia gave to our government a mandate to move towards this key goal. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"international governance, now more than ever before, needs to be more representative, more inclusive, and more open.",1,4d639931aebfab3dffde70505d0058fa97e566357f600d2b0dba8c0e04c64305,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","international governance, now more than ever before, needs to be more representative, more inclusive, and more open. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"in order to institutionalize the system, we intend to guarantee the expression of the people's will not only through elections but also through local and national referendums, in order to engage our people in the decision making process.",1,5589c05f071200ebf93fc627cbc7dc311859c45e87f189bb2cb1875871b2c9d7,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","in order to institutionalize the system, we intend to guarantee the expression of the people's will not only through elections but also through local and national referendums, in order to engage our people in the decision making process. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"the key steps are the transfer of some presidential powers to parliament and the government, and the strengthening of a genuine system of checks and balances.",1,3cb337a4455d4fa41a376f6c785c87885a7743bcc724158fbaef5c1cb6e29245,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","the key steps are the transfer of some presidential powers to parliament and the government, and the strengthening of a genuine system of checks and balances. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"an active and conscious citizenry, with an education guided by that awareness, will act as an effective means of controlling governments and private enterprise, thereby enhancing cooperation with the safeguarding of the environment.",1,2574afc33f69e760e21c2a9a01d4cae188758c09053e28dd786507aaac1af819,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","an active and conscious citizenry, with an education guided by that awareness, will act as an effective means of controlling governments and private enterprise, thereby enhancing cooperation with the safeguarding of the environment. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_3,"to further strengthen participatory democracy and good governance, my government has introduced a 30 per cent quota for women in local authorities.",1,0e124d990566398a713857c40d7d2fe087d74329ebfedb4978dac4d8d46d6fe2,"over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities.","The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust.","to further strengthen participatory democracy and good governance, my government has introduced a 30 per cent quota for women in local authorities. | over the coming years, the government should focus on ensuring that people have more say about how things are done at their jobs and in their communities. | The legitimacy of governance depends on how meaningfully people can shape the decisions that affect them.  |  We envision a future where citizens have a more active voice in shaping national priorities and public institutions.  |  Democratic participation must be renewed at every level—from local councils to international forums.  |  Reforming global governance to reflect a wider consensus, including the reexamination of permanent veto powers, is overdue.  |  Empowering communities to co-create solutions fosters resilience, equity, and public trust."
Q152_2,"my country has continued to pursue the concept of a security and development nexus, while reflecting the intrinsic interdependence of peace, security and development.",1,aa999302b9982626c3b2be316a9f282997fc4a04ec656f2505c1b8b44ab1027c,"Over the coming years, the government should prioritize ensuring the country has strong defense forces.","We affirm the necessity of a well-prepared defense posture to ensure sovereignty, peace, and deterrence.  |  Modernizing our armed forces will remain a strategic priority for safeguarding our nation and its people.  |  Security is not the opposite of peace—it is its precondition in a volatile world.  |  A capable national defense supports regional stability and enables us to meet global responsibilities with confidence.  |  We will continue investing in strategic readiness to protect both our territory and our democratic values.","my country has continued to pursue the concept of a security and development nexus, while reflecting the intrinsic interdependence of peace, security and development. | Over the coming years, the government should prioritize ensuring the country has strong defense forces. | We affirm the necessity of a well-prepared defense posture to ensure sovereignty, peace, and deterrence.  |  Modernizing our armed forces will remain a strategic priority for safeguarding our nation and its people.  |  Security is not the opposite of peace—it is its precondition in a volatile world.  |  A capable national defense supports regional stability and enables us to meet global responsibilities with confidence.  |  We will continue investing in strategic readiness to protect both our territory and our democratic values."
Q152_2,and so we must protect our sovereignty and our cherished independence above all.,1,e7eb282622f67c79318b6833e41858399e7d0ec149f974c20d9df55c356b02df,"Over the coming years, the government should prioritize ensuring the country has strong defense forces.","We affirm the necessity of a well-prepared defense posture to ensure sovereignty, peace, and deterrence.  |  Modernizing our armed forces will remain a strategic priority for safeguarding our nation and its people.  |  Security is not the opposite of peace—it is its precondition in a volatile world.  |  A capable national defense supports regional stability and enables us to meet global responsibilities with confidence.  |  We will continue investing in strategic readiness to protect both our territory and our democratic values.","and so we must protect our sovereignty and our cherished independence above all. | Over the coming years, the government should prioritize ensuring the country has strong defense forces. | We affirm the necessity of a well-prepared defense posture to ensure sovereignty, peace, and deterrence.  |  Modernizing our armed forces will remain a strategic priority for safeguarding our nation and its people.  |  Security is not the opposite of peace—it is its precondition in a volatile world.  |  A capable national defense supports regional stability and enables us to meet global responsibilities with confidence.  |  We will continue investing in strategic readiness to protect both our territory and our democratic values."
Q152_2,we remain as determined as ever to continue to defend every inch of our territory against aggression.,1,1ef060ef52971b3bc4f272ce9f9f533d35366ed88cdd7faa411154119b7661eb,"Over the coming years, the government should prioritize ensuring the country has strong defense forces.","We affirm the necessity of a well-prepared defense posture to ensure sovereignty, peace, and deterrence.  |  Modernizing our armed forces will remain a strategic priority for safeguarding our nation and its people.  |  Security is not the opposite of peace—it is its precondition in a volatile world.  |  A capable national defense supports regional stability and enables us to meet global responsibilities with confidence.  |  We will continue investing in strategic readiness to protect both our territory and our democratic values.","we remain as determined as ever to continue to defend every inch of our territory against aggression. | Over the coming years, the government should prioritize ensuring the country has strong defense forces. | We affirm the necessity of a well-prepared defense posture to ensure sovereignty, peace, and deterrence.  |  Modernizing our armed forces will remain a strategic priority for safeguarding our nation and its people.  |  Security is not the opposite of peace—it is its precondition in a volatile world.  |  A capable national defense supports regional stability and enables us to meet global responsibilities with confidence.  |  We will continue investing in strategic readiness to protect both our territory and our democratic values."
